,Class
16746,Non Abusive
9329,Non Abusive
25558,Non Abusive
4877,Non Abusive
8617,Non Abusive
25512,Non Abusive
23107,Non Abusive
4722,Non Abusive
18331,Non Abusive
23391,Non Abusive
15848,Non Abusive
1125,Abusive
1348,Abusive
21507,Non Abusive
11766,Non Abusive
18182,Non Abusive
19854,Non Abusive
23559,Non Abusive
21795,Non Abusive
10709,Non Abusive
21263,Non Abusive
1268,Abusive
20648,Non Abusive
1323,Abusive
20601,Non Abusive
13272,Non Abusive
20917,Non Abusive
8205,Non Abusive
13033,Non Abusive
10505,Non Abusive
17315,Non Abusive
26105,Non Abusive
11073,Non Abusive
25671,Non Abusive
6991,Non Abusive
4272,Non Abusive
14810,Non Abusive
3529,Non Abusive
18945,Non Abusive
4614,Non Abusive
4054,Non Abusive
19802,Non Abusive
12013,Non Abusive
12125,Non Abusive
8997,Non Abusive
9047,Non Abusive
5974,Non Abusive
8333,Non Abusive
11698,Non Abusive
19294,Non Abusive
6096,Non Abusive
5414,Non Abusive
23041,Non Abusive
19934,Non Abusive
21538,Non Abusive
10747,Non Abusive
515,Abusive
19209,Non Abusive
3244,Abusive
18553,Non Abusive
14598,Non Abusive
12645,Non Abusive
25769,Non Abusive
24163,Non Abusive
15926,Non Abusive
11822,Non Abusive
13126,Non Abusive
9931,Non Abusive
19682,Non Abusive
19756,Non Abusive
7954,Non Abusive
232,Abusive
17352,Non Abusive
10509,Non Abusive
6457,Non Abusive
17739,Non Abusive
26210,Non Abusive
9654,Non Abusive
14471,Non Abusive
10010,Non Abusive
21904,Non Abusive
17270,Non Abusive
12681,Non Abusive
5878,Non Abusive
5876,Non Abusive
22942,Non Abusive
14955,Non Abusive
12764,Non Abusive
859,Abusive
18267,Non Abusive
17146,Non Abusive
14289,Non Abusive
18582,Non Abusive
21269,Non Abusive
13593,Non Abusive
2319,Abusive
12299,Non Abusive
15729,Non Abusive
9330,Non Abusive
6515,Non Abusive
5106,Non Abusive
11984,Non Abusive
25956,Non Abusive
4768,Non Abusive
14774,Non Abusive
6799,Non Abusive
12091,Non Abusive
10097,Non Abusive
15852,Non Abusive
24606,Non Abusive
13541,Non Abusive
588,Abusive
4796,Non Abusive
77,Abusive
22888,Non Abusive
19022,Non Abusive
12957,Non Abusive
7692,Non Abusive
3469,Non Abusive
15086,Non Abusive
11977,Non Abusive
18746,Non Abusive
4215,Non Abusive
18632,Non Abusive
3556,Non Abusive
12562,Non Abusive
4746,Non Abusive
21364,Non Abusive
22113,Non Abusive
7922,Non Abusive
25626,Non Abusive
14861,Non Abusive
19614,Non Abusive
11071,Non Abusive
215,Abusive
5683,Non Abusive
21711,Non Abusive
3819,Non Abusive
16776,Non Abusive
16411,Non Abusive
23678,Non Abusive
8944,Non Abusive
10002,Non Abusive
21956,Non Abusive
8670,Non Abusive
6781,Non Abusive
7592,Non Abusive
24849,Non Abusive
909,Abusive
7211,Non Abusive
4078,Non Abusive
1372,Abusive
17942,Non Abusive
6763,Non Abusive
7531,Non Abusive
16358,Non Abusive
5100,Non Abusive
3863,Non Abusive
10677,Non Abusive
2289,Abusive
19814,Non Abusive
18715,Non Abusive
25240,Non Abusive
16947,Non Abusive
23677,Non Abusive
18047,Non Abusive
13209,Non Abusive
12387,Non Abusive
969,Abusive
5308,Non Abusive
24392,Non Abusive
5009,Non Abusive
24317,Non Abusive
20560,Non Abusive
6911,Non Abusive
5402,Non Abusive
21203,Non Abusive
6222,Non Abusive
24885,Non Abusive
14411,Non Abusive
5123,Non Abusive
21077,Non Abusive
12294,Non Abusive
13349,Non Abusive
13737,Non Abusive
5958,Non Abusive
997,Abusive
19611,Non Abusive
9209,Non Abusive
24791,Non Abusive
504,Abusive
653,Abusive
8106,Non Abusive
24176,Non Abusive
17303,Non Abusive
24118,Non Abusive
22068,Non Abusive
11592,Non Abusive
1609,Abusive
19172,Non Abusive
18334,Non Abusive
11118,Non Abusive
24348,Non Abusive
7399,Non Abusive
12628,Non Abusive
26151,Non Abusive
11930,Non Abusive
19620,Non Abusive
11990,Non Abusive
9984,Non Abusive
814,Abusive
24091,Non Abusive
9407,Non Abusive
14703,Non Abusive
17015,Non Abusive
13254,Non Abusive
16902,Non Abusive
18108,Non Abusive
17584,Non Abusive
2342,Abusive
3301,Abusive
4862,Non Abusive
8030,Non Abusive
1375,Abusive
21648,Non Abusive
4570,Non Abusive
6728,Non Abusive
11146,Non Abusive
73,Abusive
8957,Non Abusive
19270,Non Abusive
15924,Non Abusive
16652,Non Abusive
5145,Non Abusive
5113,Non Abusive
4933,Non Abusive
8696,Non Abusive
107,Abusive
3477,Non Abusive
21421,Non Abusive
2341,Abusive
19513,Non Abusive
19006,Non Abusive
19163,Non Abusive
12569,Non Abusive
6382,Non Abusive
19610,Non Abusive
5250,Non Abusive
8824,Non Abusive
19590,Non Abusive
5522,Non Abusive
602,Abusive
4789,Non Abusive
10107,Non Abusive
12876,Non Abusive
9886,Non Abusive
23034,Non Abusive
15316,Non Abusive
21293,Non Abusive
9350,Non Abusive
2558,Abusive
23813,Non Abusive
13200,Non Abusive
6348,Non Abusive
6334,Non Abusive
14823,Non Abusive
23878,Non Abusive
16822,Non Abusive
12012,Non Abusive
10484,Non Abusive
12204,Non Abusive
609,Abusive
22439,Non Abusive
2855,Abusive
19219,Non Abusive
11423,Non Abusive
4243,Non Abusive
25865,Non Abusive
10348,Non Abusive
1354,Abusive
19511,Non Abusive
5089,Non Abusive
7445,Non Abusive
14111,Non Abusive
6238,Non Abusive
10514,Non Abusive
25773,Non Abusive
7334,Non Abusive
23471,Non Abusive
7063,Non Abusive
3589,Non Abusive
18186,Non Abusive
16878,Non Abusive
22085,Non Abusive
23340,Non Abusive
12747,Non Abusive
19365,Non Abusive
12081,Non Abusive
10112,Non Abusive
303,Abusive
8178,Non Abusive
24925,Non Abusive
15474,Non Abusive
17060,Non Abusive
9742,Non Abusive
4005,Non Abusive
10994,Non Abusive
19960,Non Abusive
14387,Non Abusive
7596,Non Abusive
16425,Non Abusive
4371,Non Abusive
1549,Abusive
1264,Abusive
22377,Non Abusive
4893,Non Abusive
23050,Non Abusive
1663,Abusive
7172,Non Abusive
6769,Non Abusive
23976,Non Abusive
15360,Non Abusive
23990,Non Abusive
25494,Non Abusive
5137,Non Abusive
344,Abusive
22918,Non Abusive
7110,Non Abusive
11298,Non Abusive
12475,Non Abusive
9124,Non Abusive
24262,Non Abusive
8443,Non Abusive
18967,Non Abusive
18101,Non Abusive
15261,Non Abusive
9655,Non Abusive
20008,Non Abusive
2309,Abusive
7696,Non Abusive
18307,Non Abusive
8802,Non Abusive
9566,Non Abusive
23174,Non Abusive
16712,Non Abusive
11177,Non Abusive
8973,Non Abusive
22596,Non Abusive
19425,Non Abusive
1962,Abusive
19622,Non Abusive
19656,Non Abusive
23975,Non Abusive
3797,Non Abusive
14764,Non Abusive
24358,Non Abusive
12799,Non Abusive
22900,Non Abusive
20216,Non Abusive
1851,Abusive
22595,Non Abusive
22535,Non Abusive
23040,Non Abusive
3846,Non Abusive
19068,Non Abusive
784,Abusive
10173,Non Abusive
26112,Non Abusive
21002,Non Abusive
25055,Non Abusive
2945,Abusive
6668,Non Abusive
3346,Abusive
9402,Non Abusive
21497,Non Abusive
5819,Non Abusive
24368,Non Abusive
11387,Non Abusive
3422,Non Abusive
12433,Non Abusive
14729,Non Abusive
540,Abusive
80,Abusive
22458,Non Abusive
6306,Non Abusive
19123,Non Abusive
5202,Non Abusive
14134,Non Abusive
22512,Non Abusive
20811,Non Abusive
359,Abusive
19851,Non Abusive
8678,Non Abusive
16397,Non Abusive
25858,Non Abusive
4223,Non Abusive
12839,Non Abusive
10619,Non Abusive
6724,Non Abusive
14630,Non Abusive
17994,Non Abusive
18610,Non Abusive
757,Abusive
20570,Non Abusive
20564,Non Abusive
21151,Non Abusive
19487,Non Abusive
9873,Non Abusive
3275,Abusive
966,Abusive
20925,Non Abusive
21978,Non Abusive
8144,Non Abusive
12347,Non Abusive
12933,Non Abusive
4073,Non Abusive
1918,Abusive
22456,Non Abusive
3621,Non Abusive
3486,Non Abusive
19506,Non Abusive
14791,Non Abusive
16787,Non Abusive
2688,Abusive
22153,Non Abusive
26198,Non Abusive
6584,Non Abusive
19319,Non Abusive
20957,Non Abusive
15892,Non Abusive
20913,Non Abusive
17501,Non Abusive
16165,Non Abusive
21195,Non Abusive
3707,Non Abusive
10266,Non Abusive
13816,Non Abusive
12151,Non Abusive
2741,Abusive
25815,Non Abusive
10246,Non Abusive
7963,Non Abusive
20154,Non Abusive
8008,Non Abusive
24495,Non Abusive
17756,Non Abusive
22653,Non Abusive
25070,Non Abusive
22059,Non Abusive
6852,Non Abusive
6417,Non Abusive
10522,Non Abusive
6364,Non Abusive
15199,Non Abusive
8250,Non Abusive
8760,Non Abusive
21005,Non Abusive
9965,Non Abusive
16410,Non Abusive
22929,Non Abusive
18281,Non Abusive
19523,Non Abusive
5096,Non Abusive
13461,Non Abusive
13424,Non Abusive
9818,Non Abusive
17101,Non Abusive
14036,Non Abusive
1025,Abusive
10624,Non Abusive
21068,Non Abusive
442,Abusive
1477,Abusive
21411,Non Abusive
13196,Non Abusive
24906,Non Abusive
11048,Non Abusive
5830,Non Abusive
2556,Abusive
1099,Abusive
4870,Non Abusive
22265,Non Abusive
7200,Non Abusive
819,Abusive
17134,Non Abusive
9842,Non Abusive
19726,Non Abusive
18309,Non Abusive
16029,Non Abusive
8647,Non Abusive
52,Abusive
24293,Non Abusive
5902,Non Abusive
24747,Non Abusive
4116,Non Abusive
25644,Non Abusive
22943,Non Abusive
15627,Non Abusive
21693,Non Abusive
21566,Non Abusive
5442,Non Abusive
2312,Abusive
12849,Non Abusive
24823,Non Abusive
7644,Non Abusive
55,Abusive
7777,Non Abusive
3077,Abusive
18725,Non Abusive
15304,Non Abusive
2366,Abusive
20091,Non Abusive
23157,Non Abusive
19399,Non Abusive
2096,Abusive
12079,Non Abusive
25824,Non Abusive
15347,Non Abusive
7992,Non Abusive
10001,Non Abusive
20318,Non Abusive
10463,Non Abusive
6066,Non Abusive
11802,Non Abusive
6234,Non Abusive
23763,Non Abusive
603,Abusive
15165,Non Abusive
22207,Non Abusive
9373,Non Abusive
4980,Non Abusive
4868,Non Abusive
9791,Non Abusive
19396,Non Abusive
4564,Non Abusive
20043,Non Abusive
9339,Non Abusive
18070,Non Abusive
6430,Non Abusive
9414,Non Abusive
7208,Non Abusive
9906,Non Abusive
22560,Non Abusive
8025,Non Abusive
18166,Non Abusive
3530,Non Abusive
11531,Non Abusive
3278,Abusive
5195,Non Abusive
24396,Non Abusive
8318,Non Abusive
17179,Non Abusive
24020,Non Abusive
16634,Non Abusive
6429,Non Abusive
12845,Non Abusive
15676,Non Abusive
8829,Non Abusive
7339,Non Abusive
20261,Non Abusive
26196,Non Abusive
1604,Abusive
17310,Non Abusive
7671,Non Abusive
25618,Non Abusive
23777,Non Abusive
2127,Abusive
4698,Non Abusive
21583,Non Abusive
23927,Non Abusive
22731,Non Abusive
9784,Non Abusive
12355,Non Abusive
25988,Non Abusive
20637,Non Abusive
13822,Non Abusive
10151,Non Abusive
6076,Non Abusive
23524,Non Abusive
16515,Non Abusive
16015,Non Abusive
3506,Non Abusive
20281,Non Abusive
18032,Non Abusive
4440,Non Abusive
26074,Non Abusive
3377,Abusive
16779,Non Abusive
23185,Non Abusive
9371,Non Abusive
2205,Abusive
24819,Non Abusive
25563,Non Abusive
16889,Non Abusive
15581,Non Abusive
10437,Non Abusive
12306,Non Abusive
12005,Non Abusive
16876,Non Abusive
22728,Non Abusive
15688,Non Abusive
19884,Non Abusive
11638,Non Abusive
14590,Non Abusive
11761,Non Abusive
947,Abusive
12214,Non Abusive
1929,Abusive
2674,Abusive
13773,Non Abusive
15766,Non Abusive
10165,Non Abusive
24065,Non Abusive
18157,Non Abusive
6870,Non Abusive
25380,Non Abusive
11137,Non Abusive
9935,Non Abusive
23590,Non Abusive
14993,Non Abusive
15864,Non Abusive
22238,Non Abusive
24418,Non Abusive
13333,Non Abusive
1211,Abusive
9444,Non Abusive
23539,Non Abusive
1010,Abusive
13218,Non Abusive
18011,Non Abusive
18845,Non Abusive
3072,Abusive
18686,Non Abusive
20351,Non Abusive
17644,Non Abusive
10540,Non Abusive
18269,Non Abusive
128,Abusive
25976,Non Abusive
20322,Non Abusive
1054,Abusive
2668,Abusive
110,Abusive
9449,Non Abusive
13393,Non Abusive
14213,Non Abusive
7758,Non Abusive
8061,Non Abusive
9733,Non Abusive
7478,Non Abusive
14722,Non Abusive
19083,Non Abusive
7627,Non Abusive
15696,Non Abusive
1400,Abusive
14343,Non Abusive
6949,Non Abusive
24754,Non Abusive
2970,Abusive
3703,Non Abusive
17685,Non Abusive
14420,Non Abusive
19718,Non Abusive
25063,Non Abusive
23704,Non Abusive
4124,Non Abusive
1263,Abusive
21277,Non Abusive
10698,Non Abusive
15993,Non Abusive
19959,Non Abusive
23739,Non Abusive
23540,Non Abusive
18493,Non Abusive
11836,Non Abusive
21247,Non Abusive
1394,Abusive
14616,Non Abusive
25766,Non Abusive
22615,Non Abusive
22729,Non Abusive
7713,Non Abusive
25265,Non Abusive
1512,Abusive
13997,Non Abusive
20834,Non Abusive
23546,Non Abusive
15956,Non Abusive
19388,Non Abusive
11993,Non Abusive
17260,Non Abusive
22972,Non Abusive
2597,Abusive
18681,Non Abusive
25778,Non Abusive
4081,Non Abusive
7124,Non Abusive
884,Abusive
7299,Non Abusive
16874,Non Abusive
1401,Abusive
16723,Non Abusive
21622,Non Abusive
17206,Non Abusive
492,Abusive
22855,Non Abusive
25759,Non Abusive
3642,Non Abusive
8519,Non Abusive
10398,Non Abusive
139,Abusive
24416,Non Abusive
2622,Abusive
22282,Non Abusive
11858,Non Abusive
12630,Non Abusive
21729,Non Abusive
3720,Non Abusive
20404,Non Abusive
14609,Non Abusive
10582,Non Abusive
21272,Non Abusive
1000,Abusive
19012,Non Abusive
2837,Abusive
2881,Abusive
3360,Abusive
25844,Non Abusive
2583,Abusive
5012,Non Abusive
11991,Non Abusive
7526,Non Abusive
43,Abusive
16102,Non Abusive
26145,Non Abusive
447,Abusive
15843,Non Abusive
16654,Non Abusive
4366,Non Abusive
13788,Non Abusive
19063,Non Abusive
511,Abusive
12763,Non Abusive
12820,Non Abusive
6467,Non Abusive
9515,Non Abusive
4989,Non Abusive
11063,Non Abusive
3409,Abusive
20747,Non Abusive
26187,Non Abusive
20713,Non Abusive
20477,Non Abusive
6160,Non Abusive
2845,Abusive
4383,Non Abusive
3139,Abusive
4829,Non Abusive
19334,Non Abusive
512,Abusive
17194,Non Abusive
25697,Non Abusive
24783,Non Abusive
6081,Non Abusive
9871,Non Abusive
815,Abusive
13116,Non Abusive
19693,Non Abusive
11817,Non Abusive
20296,Non Abusive
9338,Non Abusive
279,Abusive
5940,Non Abusive
24465,Non Abusive
23805,Non Abusive
7831,Non Abusive
21355,Non Abusive
3881,Non Abusive
3901,Non Abusive
23573,Non Abusive
5945,Non Abusive
3454,Non Abusive
12019,Non Abusive
22559,Non Abusive
19296,Non Abusive
15179,Non Abusive
4835,Non Abusive
17627,Non Abusive
23177,Non Abusive
11466,Non Abusive
20542,Non Abusive
9299,Non Abusive
23068,Non Abusive
5674,Non Abusive
5479,Non Abusive
25747,Non Abusive
12058,Non Abusive
1827,Abusive
24673,Non Abusive
25275,Non Abusive
18365,Non Abusive
21298,Non Abusive
4690,Non Abusive
1779,Abusive
6992,Non Abusive
14306,Non Abusive
16495,Non Abusive
4049,Non Abusive
1758,Abusive
7255,Non Abusive
23495,Non Abusive
2469,Abusive
13180,Non Abusive
17354,Non Abusive
15424,Non Abusive
25073,Non Abusive
8476,Non Abusive
1188,Abusive
7160,Non Abusive
14857,Non Abusive
26036,Non Abusive
2441,Abusive
20557,Non Abusive
24092,Non Abusive
3504,Non Abusive
8390,Non Abusive
24297,Non Abusive
10480,Non Abusive
8913,Non Abusive
3876,Non Abusive
17214,Non Abusive
3962,Non Abusive
3396,Abusive
15394,Non Abusive
12660,Non Abusive
15135,Non Abusive
25322,Non Abusive
5046,Non Abusive
15147,Non Abusive
21723,Non Abusive
19642,Non Abusive
9809,Non Abusive
4352,Non Abusive
13918,Non Abusive
7659,Non Abusive
106,Abusive
22613,Non Abusive
17610,Non Abusive
8004,Non Abusive
18906,Non Abusive
23723,Non Abusive
11382,Non Abusive
18797,Non Abusive
7548,Non Abusive
14767,Non Abusive
3574,Non Abusive
513,Abusive
18109,Non Abusive
19783,Non Abusive
5774,Non Abusive
21113,Non Abusive
19061,Non Abusive
3704,Non Abusive
17562,Non Abusive
18348,Non Abusive
1339,Abusive
15727,Non Abusive
16685,Non Abusive
22873,Non Abusive
23749,Non Abusive
22329,Non Abusive
22297,Non Abusive
15443,Non Abusive
13747,Non Abusive
16243,Non Abusive
22473,Non Abusive
16694,Non Abusive
10975,Non Abusive
22715,Non Abusive
20118,Non Abusive
14539,Non Abusive
8947,Non Abusive
25622,Non Abusive
26125,Non Abusive
24334,Non Abusive
18776,Non Abusive
1588,Abusive
6438,Non Abusive
21576,Non Abusive
5000,Non Abusive
21122,Non Abusive
9435,Non Abusive
20028,Non Abusive
9483,Non Abusive
25531,Non Abusive
2430,Abusive
3216,Abusive
21073,Non Abusive
14851,Non Abusive
4356,Non Abusive
3878,Non Abusive
7949,Non Abusive
25880,Non Abusive
15679,Non Abusive
18704,Non Abusive
3715,Non Abusive
4090,Non Abusive
12201,Non Abusive
23028,Non Abusive
25650,Non Abusive
1966,Abusive
75,Abusive
26014,Non Abusive
7463,Non Abusive
2801,Abusive
3532,Non Abusive
13002,Non Abusive
5666,Non Abusive
14941,Non Abusive
21066,Non Abusive
5936,Non Abusive
20426,Non Abusive
21727,Non Abusive
22481,Non Abusive
20428,Non Abusive
19633,Non Abusive
20350,Non Abusive
6564,Non Abusive
10600,Non Abusive
3211,Abusive
19052,Non Abusive
8715,Non Abusive
17370,Non Abusive
10274,Non Abusive
6834,Non Abusive
14920,Non Abusive
20664,Non Abusive
101,Abusive
17870,Non Abusive
16978,Non Abusive
19371,Non Abusive
15937,Non Abusive
5042,Non Abusive
1901,Abusive
1258,Abusive
5779,Non Abusive
10350,Non Abusive
21935,Non Abusive
5549,Non Abusive
21004,Non Abusive
17589,Non Abusive
22133,Non Abusive
10301,Non Abusive
1175,Abusive
2257,Abusive
12323,Non Abusive
5347,Non Abusive
18888,Non Abusive
15452,Non Abusive
17332,Non Abusive
23047,Non Abusive
22922,Non Abusive
12435,Non Abusive
2968,Abusive
14860,Non Abusive
26221,Non Abusive
12236,Non Abusive
2073,Abusive
14074,Non Abusive
25962,Non Abusive
833,Abusive
24920,Non Abusive
5241,Non Abusive
6337,Non Abusive
9504,Non Abusive
22670,Non Abusive
7615,Non Abusive
3339,Abusive
20583,Non Abusive
23775,Non Abusive
10602,Non Abusive
4593,Non Abusive
21672,Non Abusive
19377,Non Abusive
23845,Non Abusive
1565,Abusive
21849,Non Abusive
12351,Non Abusive
19602,Non Abusive
22494,Non Abusive
19793,Non Abusive
4248,Non Abusive
25338,Non Abusive
18293,Non Abusive
17765,Non Abusive
15409,Non Abusive
5735,Non Abusive
22570,Non Abusive
6149,Non Abusive
20535,Non Abusive
21454,Non Abusive
1677,Abusive
21855,Non Abusive
5400,Non Abusive
24672,Non Abusive
9527,Non Abusive
6385,Non Abusive
6770,Non Abusive
24419,Non Abusive
16639,Non Abusive
7752,Non Abusive
3794,Non Abusive
11111,Non Abusive
22627,Non Abusive
11133,Non Abusive
9993,Non Abusive
8989,Non Abusive
7998,Non Abusive
21395,Non Abusive
9433,Non Abusive
14809,Non Abusive
662,Abusive
15321,Non Abusive
12111,Non Abusive
8527,Non Abusive
3333,Abusive
7533,Non Abusive
20295,Non Abusive
14402,Non Abusive
1716,Abusive
24576,Non Abusive
11791,Non Abusive
14317,Non Abusive
21198,Non Abusive
2792,Abusive
12428,Non Abusive
18264,Non Abusive
1097,Abusive
15223,Non Abusive
12871,Non Abusive
18225,Non Abusive
16475,Non Abusive
21410,Non Abusive
907,Abusive
18540,Non Abusive
15455,Non Abusive
9820,Non Abusive
10058,Non Abusive
1193,Abusive
21310,Non Abusive
17800,Non Abusive
2326,Abusive
16005,Non Abusive
2233,Abusive
19088,Non Abusive
16592,Non Abusive
21673,Non Abusive
16062,Non Abusive
23165,Non Abusive
4820,Non Abusive
25581,Non Abusive
1007,Abusive
8211,Non Abusive
17700,Non Abusive
19961,Non Abusive
5955,Non Abusive
2295,Abusive
21568,Non Abusive
12683,Non Abusive
1873,Abusive
12403,Non Abusive
2313,Abusive
1537,Abusive
24405,Non Abusive
8347,Non Abusive
3185,Abusive
16473,Non Abusive
5222,Non Abusive
18514,Non Abusive
2170,Abusive
16371,Non Abusive
18583,Non Abusive
23459,Non Abusive
18866,Non Abusive
13856,Non Abusive
1365,Abusive
17729,Non Abusive
25359,Non Abusive
22014,Non Abusive
2737,Abusive
1146,Abusive
7213,Non Abusive
14550,Non Abusive
15920,Non Abusive
1506,Abusive
11943,Non Abusive
5393,Non Abusive
3796,Non Abusive
3869,Non Abusive
12271,Non Abusive
24153,Non Abusive
9576,Non Abusive
8092,Non Abusive
4983,Non Abusive
14495,Non Abusive
25994,Non Abusive
16677,Non Abusive
6462,Non Abusive
18060,Non Abusive
19149,Non Abusive
5209,Non Abusive
13051,Non Abusive
7726,Non Abusive
10430,Non Abusive
5074,Non Abusive
11974,Non Abusive
24556,Non Abusive
184,Abusive
19807,Non Abusive
18048,Non Abusive
24217,Non Abusive
17538,Non Abusive
15101,Non Abusive
3767,Non Abusive
1492,Abusive
7278,Non Abusive
18966,Non Abusive
23771,Non Abusive
12767,Non Abusive
17611,Non Abusive
23722,Non Abusive
9166,Non Abusive
7197,Non Abusive
21775,Non Abusive
21206,Non Abusive
19972,Non Abusive
5517,Non Abusive
25429,Non Abusive
3406,Abusive
7579,Non Abusive
14730,Non Abusive
11505,Non Abusive
1198,Abusive
21427,Non Abusive
21488,Non Abusive
25855,Non Abusive
1228,Abusive
1968,Abusive
14744,Non Abusive
16818,Non Abusive
25132,Non Abusive
6363,Non Abusive
22911,Non Abusive
24773,Non Abusive
14608,Non Abusive
18520,Non Abusive
10305,Non Abusive
3792,Non Abusive
6957,Non Abusive
24391,Non Abusive
11106,Non Abusive
23151,Non Abusive
18700,Non Abusive
22162,Non Abusive
8397,Non Abusive
18066,Non Abusive
5612,Non Abusive
10587,Non Abusive
19040,Non Abusive
11385,Non Abusive
4754,Non Abusive
14926,Non Abusive
22099,Non Abusive
20079,Non Abusive
10483,Non Abusive
15469,Non Abusive
21530,Non Abusive
10417,Non Abusive
9015,Non Abusive
24071,Non Abusive
5330,Non Abusive
14998,Non Abusive
15480,Non Abusive
14181,Non Abusive
19549,Non Abusive
22000,Non Abusive
9557,Non Abusive
17091,Non Abusive
20623,Non Abusive
8977,Non Abusive
10242,Non Abusive
18853,Non Abusive
22344,Non Abusive
16562,Non Abusive
13409,Non Abusive
4267,Non Abusive
8604,Non Abusive
24692,Non Abusive
5390,Non Abusive
13728,Non Abusive
25846,Non Abusive
3248,Abusive
17124,Non Abusive
16457,Non Abusive
337,Abusive
13553,Non Abusive
10400,Non Abusive
2360,Abusive
10180,Non Abusive
2321,Abusive
7000,Non Abusive
2437,Abusive
18586,Non Abusive
3963,Non Abusive
5312,Non Abusive
25305,Non Abusive
24025,Non Abusive
22579,Non Abusive
22045,Non Abusive
2978,Abusive
14286,Non Abusive
11351,Non Abusive
25371,Non Abusive
10548,Non Abusive
3049,Abusive
8823,Non Abusive
10383,Non Abusive
1896,Abusive
25223,Non Abusive
1080,Abusive
21112,Non Abusive
13744,Non Abusive
9358,Non Abusive
5947,Non Abusive
11195,Non Abusive
6325,Non Abusive
3670,Non Abusive
4274,Non Abusive
20978,Non Abusive
12215,Non Abusive
12772,Non Abusive
16074,Non Abusive
12316,Non Abusive
2246,Abusive
81,Abusive
26065,Non Abusive
877,Abusive
5262,Non Abusive
5785,Non Abusive
17724,Non Abusive
3387,Abusive
20880,Non Abusive
17143,Non Abusive
17740,Non Abusive
24166,Non Abusive
19478,Non Abusive
9790,Non Abusive
5088,Non Abusive
2093,Abusive
23825,Non Abusive
19562,Non Abusive
21053,Non Abusive
21754,Non Abusive
13189,Non Abusive
7640,Non Abusive
16703,Non Abusive
848,Abusive
945,Abusive
14640,Non Abusive
19169,Non Abusive
17827,Non Abusive
6941,Non Abusive
18412,Non Abusive
4935,Non Abusive
3983,Non Abusive
15507,Non Abusive
20855,Non Abusive
12827,Non Abusive
21634,Non Abusive
15978,Non Abusive
8993,Non Abusive
6341,Non Abusive
22383,Non Abusive
15893,Non Abusive
11662,Non Abusive
26081,Non Abusive
2512,Abusive
4161,Non Abusive
13151,Non Abusive
16758,Non Abusive
243,Abusive
2251,Abusive
3527,Non Abusive
23037,Non Abusive
9218,Non Abusive
6424,Non Abusive
12629,Non Abusive
17890,Non Abusive
3168,Abusive
372,Abusive
6720,Non Abusive
14856,Non Abusive
25282,Non Abusive
23467,Non Abusive
21369,Non Abusive
20816,Non Abusive
25300,Non Abusive
17709,Non Abusive
22882,Non Abusive
3859,Non Abusive
17963,Non Abusive
4192,Non Abusive
24889,Non Abusive
3250,Abusive
25709,Non Abusive
19021,Non Abusive
9316,Non Abusive
11929,Non Abusive
4295,Non Abusive
16513,Non Abusive
18019,Non Abusive
14273,Non Abusive
13893,Non Abusive
8153,Non Abusive
21603,Non Abusive
7651,Non Abusive
13686,Non Abusive
7073,Non Abusive
370,Abusive
5884,Non Abusive
18500,Non Abusive
15425,Non Abusive
18204,Non Abusive
13282,Non Abusive
17265,Non Abusive
20711,Non Abusive
21893,Non Abusive
11102,Non Abusive
432,Abusive
3799,Non Abusive
13649,Non Abusive
23522,Non Abusive
6445,Non Abusive
11675,Non Abusive
13666,Non Abusive
17975,Non Abusive
5239,Non Abusive
14931,Non Abusive
20652,Non Abusive
20111,Non Abusive
20247,Non Abusive
18260,Non Abusive
2654,Abusive
7392,Non Abusive
12264,Non Abusive
22746,Non Abusive
13236,Non Abusive
20496,Non Abusive
14314,Non Abusive
4212,Non Abusive
367,Abusive
13694,Non Abusive
23847,Non Abusive
3436,Non Abusive
12448,Non Abusive
26016,Non Abusive
24898,Non Abusive
7623,Non Abusive
10130,Non Abusive
16359,Non Abusive
6117,Non Abusive
22328,Non Abusive
6119,Non Abusive
2893,Abusive
7315,Non Abusive
14223,Non Abusive
239,Abusive
13912,Non Abusive
7128,Non Abusive
25500,Non Abusive
542,Abusive
6947,Non Abusive
10917,Non Abusive
1459,Abusive
13956,Non Abusive
12059,Non Abusive
18287,Non Abusive
4648,Non Abusive
362,Abusive
12837,Non Abusive
23498,Non Abusive
23594,Non Abusive
2086,Abusive
19372,Non Abusive
12369,Non Abusive
24893,Non Abusive
6932,Non Abusive
14008,Non Abusive
25309,Non Abusive
4451,Non Abusive
7820,Non Abusive
19991,Non Abusive
20368,Non Abusive
3347,Abusive
18467,Non Abusive
14737,Non Abusive
11037,Non Abusive
23170,Non Abusive
2514,Abusive
12842,Non Abusive
3004,Abusive
1181,Abusive
25836,Non Abusive
19983,Non Abusive
21129,Non Abusive
9926,Non Abusive
14929,Non Abusive
6703,Non Abusive
17613,Non Abusive
2780,Abusive
15042,Non Abusive
7452,Non Abusive
9726,Non Abusive
22816,Non Abusive
20330,Non Abusive
16138,Non Abusive
19876,Non Abusive
10497,Non Abusive
17344,Non Abusive
3313,Abusive
17548,Non Abusive
12659,Non Abusive
1306,Abusive
2993,Abusive
5709,Non Abusive
1575,Abusive
3742,Non Abusive
5580,Non Abusive
20218,Non Abusive
10740,Non Abusive
10387,Non Abusive
1858,Abusive
4354,Non Abusive
769,Abusive
14971,Non Abusive
20324,Non Abusive
